embed_dim,hidden_dims,lr,config,metric,mean,sd,ci
16,4,0.005,embeddim16_hiddendims4_lr5e-3,r2,0.8450065612792969,0.01302525575741175,0.016172991141374497
16,4,0.005,embeddim16_hiddendims4_lr5e-3,rmse,0.7696985840797425,0.0301661411011309,0.03745621137000915
16,4,0.005,embeddim16_hiddendims4_lr5e-3,time,110.30518522933126,32.11249427797729,39.87292803748886
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,best_epoch,299.0,0.0,0.0
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,loss,0.5804423809051513,0.0332224694997818,0.04125114430930177
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,mae,0.5673660278320313,0.012761165923169171,0.01584508030190388
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,mse,0.7027238965034485,0.03378066876259743,0.04194424023776381
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,num_epochs,299.0,0.0,0.0
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,r2,0.8164688587188721,0.007968903857881928,0.009894701025479099
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,rmse,0.838091003894806,0.020228846454580854,0.025117430367844935
32,0,0.0001,embeddim32_hiddendims0_lr1e-4,time,36.491053429618475,4.181409318250726,5.19190541222568
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,best_epoch,265.8,55.970527958917806,69.49658952704559
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,loss,0.2807464271783829,0.06591382985855057,0.08184282951909069
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,mae,0.5639308094978333,0.012804102792298223,0.015898393466497015
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,mse,0.6958644390106201,0.03449011657233597,0.042825136041720675
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,num_epochs,273.2,57.690553819494575,71.63228371410321
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,r2,0.818275785446167,0.007743536274711909,0.009614870211094686
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,rmse,0.8339787602424622,0.020731876121354263,0.025742024195105913
32,0,0.0005,embeddim32_hiddendims0_lr5e-4,time,31.59912477619946,7.370049430657422,9.151125043029488
32,0,0.001,embeddim32_hiddendims0_lr1e-3,best_epoch,231.6,77.48741833355916,96.21333765853491
32,0,0.001,embeddim32_hiddendims0_lr1e-3,loss,0.2038335800170898,0.06507211956032861,0.08079770814487115
32,0,0.001,embeddim32_hiddendims0_lr1e-3,mae,0.5636896371841431,0.012925895804256673,0.016049619464678627
32,0,0.001,embeddim32_hiddendims0_lr1e-3,mse,0.6955029726028442,0.035146592458844245,0.04364025851568689
32,0,0.001,embeddim32_hiddendims0_lr1e-3,num_epochs,248.4,69.33108970728789,86.08591804577507
32,0,0.001,embeddim32_hiddendims0_lr1e-3,r2,0.8183709383010864,0.00792154181711941,0.00983589328458281
32,0,0.001,embeddim32_hiddendims0_lr1e-3,rmse,0.8337538361549377,0.02114031090101512,0.026249162956625105
32,0,0.001,embeddim32_hiddendims0_lr1e-3,time,27.31571596413851,7.390581066809845,9.176618436464171
32,0,0.005,embeddim32_hiddendims0_lr5e-3,best_epoch,165.0,120.3577999134248,149.44394705551198
32,0,0.005,embeddim32_hiddendims0_lr5e-3,loss,0.10501661971211429,0.05587377442787695,0.06937645415085304
32,0,0.005,embeddim32_hiddendims0_lr5e-3,mae,0.5580190539360046,0.0172168342777039,0.0213775232856655
32,0,0.005,embeddim32_hiddendims0_lr5e-3,mse,0.684647011756897,0.04299872887657242,0.053389973614564636
32,0,0.005,embeddim32_hiddendims0_lr5e-3,num_epochs,181.2,107.62992149026218,133.6401986439564
32,0,0.005,embeddim32_hiddendims0_lr5e-3,r2,0.8212181091308594,0.009962828255365538,0.012370485164974621
32,0,0.005,embeddim32_hiddendims0_lr5e-3,rmse,0.8271089434623718,0.025928273846070687,0.03219420417023429
32,0,0.005,embeddim32_hiddendims0_lr5e-3,time,20.566609819233417,12.766936906577705,15.8522459242365
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,best_epoch,298.2,0.8366600265340772,1.0388506336835697
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,loss,0.5532031506299973,0.03154412707480949,0.03916720694355563
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,mae,0.5487327814102173,0.01145270649548442,0.014220413337437428
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,mse,0.6648051261901855,0.030478058905363172,0.037843508477923164
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,num_epochs,299.0,0.0,0.0
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,r2,0.8263757586479187,0.007009943287802321,0.008703994209914278
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,rmse,0.815182089805603,0.01881772122448578,0.02336528697267889
32,1,0.0001,embeddim32_hiddendims1_lr1e-4,time,62.945179319754246,0.9905946310884082,1.2299856902364188
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,best_epoch,294.8,4.604345773288538,5.7170503819740555
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,loss,0.2255036056041717,0.013387990563282293,0.016623385890719395
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,mae,0.5082513689994812,0.015015012897446896,0.018643600947325024
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,mse,0.5769852519035339,0.03230403180441839,0.04011075328837578
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,num_epochs,299.0,0.0,0.0
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,r2,0.8493425130844117,0.006936733862520022,0.008613092702212066
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,rmse,0.7593619465827942,0.021055912696777687,0.026144368744910416
32,1,0.0005,embeddim32_hiddendims1_lr5e-4,time,61.371671334281565,1.2170996462535593,1.511228812979584
32,1,0.001,embeddim32_hiddendims1_lr1e-3,best_epoch,221.4,47.48999894714676,58.96662196740691
32,1,0.001,embeddim32_hiddendims1_lr1e-3,loss,0.1799016654491424,0.02829222049010676,0.035129431611808475
32,1,0.001,embeddim32_hiddendims1_lr1e-3,mae,0.4994711458683014,0.0048754440476012325,0.0060536633491633145
32,1,0.001,embeddim32_hiddendims1_lr1e-3,mse,0.5623220324516296,0.013165554439997219,0.01634719496453629
32,1,0.001,embeddim32_hiddendims1_lr1e-3,num_epochs,242.4,38.78530649614619,48.15831873556339
32,1,0.001,embeddim32_hiddendims1_lr1e-3,r2,0.8530915975570679,0.004453580914181376,0.005529851084226448
32,1,0.001,embeddim32_hiddendims1_lr1e-3,rmse,0.7498401403427124,0.008789438163810979,0.010913528932442297
32,1,0.001,embeddim32_hiddendims1_lr1e-3,time,48.97348991334438,7.098444705496946,8.813883234055698
32,1,0.005,embeddim32_hiddendims1_lr5e-3,best_epoch,110.2,9.859006035092989,12.241572851848627
32,1,0.005,embeddim32_hiddendims1_lr5e-3,loss,0.0986541107296943,0.010104302940185205,0.01254614918777243
32,1,0.005,embeddim32_hiddendims1_lr5e-3,mae,0.4957868218421936,0.012349601688267103,0.015334055808477753
32,1,0.005,embeddim32_hiddendims1_lr5e-3,mse,0.5579149127006531,0.029226093177213513,0.03628898770629476
32,1,0.005,embeddim32_hiddendims1_lr5e-3,num_epochs,130.0,5.830951894845302,7.240083043087444
32,1,0.005,embeddim32_hiddendims1_lr5e-3,r2,0.8543161869049072,0.006252116316656768,0.007763027742975047
32,1,0.005,embeddim32_hiddendims1_lr5e-3,rmse,0.7467326521873474,0.019534166197652497,0.024254870902554054
32,1,0.005,embeddim32_hiddendims1_lr5e-3,time,26.343809692561628,0.9424307118417357,1.170182285695431
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,best_epoch,298.8,0.4472135954999611,0.5552890210395597
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,loss,0.5508595615625381,0.03342518600335792,0.04150285009363397
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,mae,0.5472458958625793,0.01206193702735381,0.0149768729554662
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,mse,0.6639512419700623,0.03193501742642174,0.03965256142039777
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,num_epochs,299.0,0.0,0.0
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,r2,0.8265989303588868,0.007437036304406617,0.009234300232516097
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,rmse,0.8146407723426818,0.019737722089955632,0.024507618925649132
32,2,0.0001,embeddim32_hiddendims2_lr1e-4,time,91.88391851894558,1.080503265912845,1.3416220052255705
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,best_epoch,238.6,52.10854056678233,64.70129882071411
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,loss,0.26397992968559264,0.051942313973740356,0.06449490124458983
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,mae,0.506652569770813,0.01335485498787102,0.016582242639671445
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,mse,0.5779723644256591,0.027945440757822692,0.03469884770292463
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,num_epochs,271.0,44.39031425885607,55.11785508417289
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,r2,0.8490086317062377,0.007763266973155694,0.009639369109011748
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,rmse,0.7600677132606506,0.01835184549033289,0.02278682584594451
32,2,0.0005,embeddim32_hiddendims2_lr5e-4,time,80.95100179836155,13.464817670312259,16.718779343604645
32,2,0.001,embeddim32_hiddendims2_lr1e-3,best_epoch,144.0,25.768197453450252,31.99544307655515
32,2,0.001,embeddim32_hiddendims2_lr1e-3,loss,0.24430636018514634,0.027438270260124225,0.03406911235498135
32,2,0.001,embeddim32_hiddendims2_lr1e-3,mae,0.5056989252567291,0.007738107112253272,0.009608129015529404
