embed_dim,hidden_dims,lr,config,metric,mean,sd,ci
128,3,0.0005,embeddim128_hiddendims3_lr5e-4,time,101.2150099523738,10.435590978671968,2.96576214137818
128,3,0.001,embeddim128_hiddendims3_lr1e-3,best_epoch,112.1,18.8617418634242,5.360447726757327
128,3,0.001,embeddim128_hiddendims3_lr1e-3,loss,0.28334110662341117,0.03435120403306553,0.009762504168689458
128,3,0.001,embeddim128_hiddendims3_lr1e-3,mae,0.4980103147029877,0.010425415373072493,0.0029628702662640462
128,3,0.001,embeddim128_hiddendims3_lr1e-3,mse,0.5642679119110108,0.021922365530057084,0.006230267348670207
128,3,0.001,embeddim128_hiddendims3_lr1e-3,num_epochs,145.38,17.584652399180378,4.997502916832504
128,3,0.001,embeddim128_hiddendims3_lr1e-3,r2,0.8523724591732025,0.004829414202067747,0.001372504330114076
128,3,0.001,embeddim128_hiddendims3_lr1e-3,rmse,0.7510394477844238,0.014556570206876038,0.004136931479596994
128,3,0.001,embeddim128_hiddendims3_lr1e-3,time,84.32874335657806,9.931162477889004,2.822405147633236
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,best_epoch,251.42,35.94502037551124,10.215461761450236
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,loss,0.25006001174449916,0.028805897597170452,0.008186545516847846
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,mae,0.49306401789188387,0.00976339863055841,0.0027747271897560154
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,mse,0.550986852645874,0.02137906104758702,0.006075861923175472
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,num_epochs,278.46,26.297520640485015,7.473672673359892
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,r2,0.855849895477295,0.004624494989455079,0.001314266934258891
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,rmse,0.7421480596065522,0.014396441496974747,0.0040914234037684625
256,1,0.0005,embeddim256_hiddendims1_lr5e-4,time,117.071481862925,11.165199048479762,3.1731144605618646
256,1,0.001,embeddim256_hiddendims1_lr1e-3,best_epoch,146.92,28.352619286552052,8.057725246305678
256,1,0.001,embeddim256_hiddendims1_lr1e-3,loss,0.2373725780844688,0.030796759682580367,0.008752342261247015
256,1,0.001,embeddim256_hiddendims1_lr1e-3,mae,0.4940215975046158,0.009123236157105063,0.002592795027794204
256,1,0.001,embeddim256_hiddendims1_lr1e-3,mse,0.5523584604263305,0.01983240577559816,0.0056363073583403445
256,1,0.001,embeddim256_hiddendims1_lr1e-3,num_epochs,178.78,26.06372880429186,7.407229768673229
256,1,0.001,embeddim256_hiddendims1_lr1e-3,r2,0.855486876964569,0.004265932373625178,0.0012123645663417156
