label,global,basal,her2,lumA,lumB,norm
path:hsa00280,0.0009186693,0.00033100072,0.0003811046,0.0009287113,0.00055092573,0.0029627024
path:hsa04976,0.0009169889,0.0003215052,0.0003818847,0.0009380243,0.0004905207,0.0030259269
path:hsa04750,0.0009155135,0.00038712527,0.00044360835,0.0009257882,0.00046319223,0.0029638056
path:hsa04010,0.00091273815,0.00036384977,0.0004015697,0.00096287223,0.0004545931,0.0028346174
path:hsa05146,0.0009020982,0.0003811391,0.00044714424,0.0009170263,0.00043154787,0.0029353397
path:hsa00062,0.00090074824,0.00037617068,0.00039972787,0.00093395583,0.00053433096,0.002688761
path:hsa00140,0.0008956914,0.0003047094,0.0020105115,0.00077424035,0.0003521167,0.0027360765
path:hsa04392,0.0008944327,0.00039608422,0.00040359376,0.00094024563,0.00042314848,0.0027595994
path:hsa05204,0.00089436065,0.00032043352,0.0003982392,0.0008955123,0.00047136514,0.0030314722
path:hsa04015,0.0008886869,0.00037233572,0.00037964594,0.00090331445,0.0004172569,0.0029562854
path:hsa04371,0.00088222645,0.0003634853,0.00037308215,0.0008900057,0.00039489122,0.0030181007
path:hsa04724,0.0008773341,0.00035819743,0.00036419427,0.0009093936,0.00039446034,0.002885846
path:hsa04923,0.0008600376,0.00030627527,0.00032578388,0.00085237704,0.00040432904,0.0030947002
path:hsa00512,0.00083269883,0.0003406046,0.00038814722,0.00084136997,0.00040244136,0.002765156
path:hsa04922,0.0007697643,0.00032975062,0.00034235453,0.0007173667,0.00034630863,0.0028949992
path:hsa00360,0.0007519625,0.0003219576,0.00036271755,0.0007104576,0.00034765436,0.0027416039
path:hsa00982,0.00074150105,0.00028967854,0.00030954494,0.0006611861,0.0003417472,0.0029878605
path:hsa05031,0.00073916133,0.00030937666,0.00032191823,0.00069026864,0.000343107,0.0027707894
path:hsa00980,0.0007332348,0.00028515252,0.0003068574,0.0007197153,0.00033460872,0.002629414
path:hsa00830,0.00073304586,0.00029880664,0.0003320062,0.0006672514,0.0003398917,0.002840729
path:hsa00561,0.00066169765,0.00030844132,0.00032870317,0.000632552,0.000344187,0.0022537247
