label,global,basal,her2,lumA,lumB,norm
path:hsa04918,0.0039618867,0.0037999314,0.0041797124,0.004009754,0.004452234,0.002937365
path:hsa04725,0.003957373,0.0040918128,0.0043172105,0.0038486244,0.0045513925,0.0029127328
path:hsa04514,0.003946577,0.0054841046,0.0039816992,0.003563422,0.004009124,0.003061072
path:hsa04064,0.0038961717,0.0036469654,0.0036324314,0.0039661,0.0039853533,0.004003728
path:hsa05142,0.0038765583,0.003561218,0.0035412628,0.004060799,0.0042333715,0.0030786996
path:hsa04310,0.0038736563,0.0035448095,0.0039682314,0.0037940606,0.0048421877,0.0029891722
path:hsa05134,0.0038661293,0.0032710142,0.0035021713,0.0041518183,0.004130803,0.003234572
path:hsa05321,0.0038579577,0.004378797,0.0034855832,0.0037870824,0.003898604,0.0035031224
path:hsa04724,0.0038574846,0.004034775,0.0045870617,0.003701658,0.004325114,0.0029414599
path:hsa04614,0.0037966047,0.0032002754,0.0031849672,0.0041727126,0.0032942481,0.004308693
path:hsa05215,0.0037907292,0.0039985264,0.004575972,0.0034443138,0.0047371527,0.0028586662
path:hsa04072,0.0037447638,0.00405459,0.003612672,0.003718961,0.004019378,0.0029229305
path:hsa04380,0.0037052354,0.0034620245,0.0037196737,0.003663372,0.0043415017,0.0031534804
path:hsa04512,0.0035993578,0.0034969093,0.0041368413,0.0034026843,0.0042537777,0.0031713522
path:hsa04350,0.0035800973,0.004022111,0.0036449304,0.0033594742,0.0040916684,0.0029311285
path:hsa00591,0.0035560583,0.004815261,0.0039370265,0.0032020863,0.0033914798,0.0031773886
path:hsa05205,0.0035386728,0.003572197,0.003629562,0.0034118204,0.0041567064,0.0029121782
path:hsa00601,0.003516412,0.0021345795,0.0034285265,0.0037899043,0.0040721064,0.003579446
path:hsa05320,0.0035070318,0.003908189,0.0031509788,0.0034936413,0.0034063428,0.003319941
path:hsa04750,0.0034863765,0.0034095228,0.0032609915,0.0035361676,0.0038248529,0.0029062682
path:hsa04810,0.0034755429,0.0037805678,0.0036544276,0.003268333,0.0040057334,0.0028803768
path:hsa00140,0.0034452002,0.0043393415,0.0033417835,0.003284732,0.003377003,0.002898431
path:hsa04015,0.0034071908,0.0035212324,0.003391759,0.0033254158,0.0038320308,0.0028470294
path:hsa04630,0.0033889082,0.0032927194,0.0035065354,0.003280648,0.003997277,0.0028930532
path:hsa04014,0.003379623,0.0035025824,0.0034336112,0.0032461938,0.00388785,0.0028603296
path:hsa05165,0.0033583585,0.0031369608,0.0032247964,0.003268158,0.00411228,0.002902614
