loss_weights,config,metric,mean,sd,ci
"[1.0, 1e-08]",lossweights11e-8,rmse,0.940459520816803,0.04184219716325398,0.017271610108119173
"[1.0, 1e-08]",lossweights11e-8,time,49.43326254889369,9.865774934716631,4.0723917394214855
"[1.0, 0.0]",lossweights10,best_epoch,138.24,34.86913630514336,14.393272053079356
"[1.0, 0.0]",lossweights10,kld,361.7032409667969,40.299581234097005,16.634849548652877
"[1.0, 0.0]",lossweights10,loss,7.902860889434814,0.06218596066408978,0.025669102953614308
"[1.0, 0.0]",lossweights10,mae,0.579696843624115,0.022856556890934486,0.009434722978193736
"[1.0, 0.0]",lossweights10,mse,0.8849735879898071,0.06187491111787354,0.02554070801140817
"[1.0, 0.0]",lossweights10,nb,7.911382331848144,0.08082360294058802,0.03336234357093474
"[1.0, 0.0]",lossweights10,num_epochs,175.04,36.71339446759634,15.154544406830842
"[1.0, 0.0]",lossweights10,r2,0.7693206357955933,0.015410923900806435,0.00636131673444665
"[1.0, 0.0]",lossweights10,rmse,0.9402029299736023,0.03214619595070887,0.013269297516896107
"[1.0, 0.0]",lossweights10,time,49.64475709468126,10.406588226665342,4.295628494493939
