embed_dim,num_heads,aggregate,config,metric,mean,sd,ci
256,4,concat,embeddim256_numheads4_aggregateConcat,time,90.94760430455207,24.447099651018874,30.355083497169996
256,4,mean,embeddim256_numheads4_aggregateMean,best_epoch,115.0,22.147234590350102,27.499423850610864
256,4,mean,embeddim256_numheads4_aggregateMean,kld,90.17444152832032,4.289569381168484,5.326203868394116
256,4,mean,embeddim256_numheads4_aggregateMean,loss,7.933212614059448,0.06810789096018462,0.08456711619884916
256,4,mean,embeddim256_numheads4_aggregateMean,mae,0.5716482043266297,0.012229672331450303,0.015185143843790555
256,4,mean,embeddim256_numheads4_aggregateMean,mse,0.8621440052986145,0.03826285722091993,0.047509612279627314
256,4,mean,embeddim256_numheads4_aggregateMean,nb,7.931998920440674,0.07662203891244344,0.09513882718654898
256,4,mean,embeddim256_numheads4_aggregateMean,num_epochs,149.2,11.054410884348387,13.725864016447249
256,4,mean,embeddim256_numheads4_aggregateMean,r2,0.7745745420455933,0.008941618055972498,0.011102485225789811
256,4,mean,embeddim256_numheads4_aggregateMean,rmse,0.9283336758613586,0.020633484772510785,0.025619855199512275
256,4,mean,embeddim256_numheads4_aggregateMean,time,68.81204184219241,5.168172627732711,6.417133888357864
256,8,concat,embeddim256_numheads8_aggregateConcat,best_epoch,179.0,56.0223169817172,69.56089409215774
256,8,concat,embeddim256_numheads8_aggregateConcat,kld,84.18066711425782,7.174856288264238,8.908760745423608
256,8,concat,embeddim256_numheads8_aggregateConcat,loss,7.94301586151123,0.08060836715381409,0.10008850744888209
256,8,concat,embeddim256_numheads8_aggregateConcat,mae,0.5649904847145081,0.016405021096473127,0.020369524085263956
256,8,concat,embeddim256_numheads8_aggregateConcat,mse,0.8401204228401185,0.04933683974267925,0.0612597776936336
256,8,concat,embeddim256_numheads8_aggregateConcat,nb,7.951949882507324,0.10594801732799818,0.13155183879724425
256,8,concat,embeddim256_numheads8_aggregateConcat,num_epochs,216.8,65.9446737803744,81.88112730638277
256,8,concat,embeddim256_numheads8_aggregateConcat,r2,0.78029944896698,0.012921563759181118,0.01604424052026971
256,8,concat,embeddim256_numheads8_aggregateConcat,rmse,0.9162633895874024,0.02696756273055601,0.03348465176183306
256,8,concat,embeddim256_numheads8_aggregateConcat,time,100.48137109801173,29.705464743327372,36.884206121700885
256,8,mean,embeddim256_numheads8_aggregateMean,best_epoch,119.4,7.602631123499285,9.439913357672516
256,8,mean,embeddim256_numheads8_aggregateMean,kld,96.24661712646484,7.240044926943457,8.989703131163509
256,8,mean,embeddim256_numheads8_aggregateMean,loss,7.944624423980713,0.07767758026967439,0.09644945488843797
256,8,mean,embeddim256_numheads8_aggregateMean,mae,0.5743759751319886,0.01149662364279045,0.01427494367815113
256,8,mean,embeddim256_numheads8_aggregateMean,mse,0.8692462086677551,0.03716022227237857,0.04614051016086222
256,8,mean,embeddim256_numheads8_aggregateMean,nb,7.948654270172119,0.09077491810319985,0.11271194774863871
256,8,mean,embeddim256_numheads8_aggregateMean,num_epochs,167.4,8.648699324175862,10.738778582118414
256,8,mean,embeddim256_numheads8_aggregateMean,r2,0.772686767578125,0.009551479190081077,0.011859727839916154
256,8,mean,embeddim256_numheads8_aggregateMean,rmse,0.9321642279624939,0.019877175817934876,0.02468077359909624
256,8,mean,embeddim256_numheads8_aggregateMean,time,78.50364390909672,3.3490603153841523,4.158407621425451
